,cause,age,Year,valprevnumberboth,valdeathsnumberboth,valprevrateboth,valdeathsrateboth,valprevpercentboth,valdeathspercentboth,valprevnumberfemale,valdeathsnumberfemale,valprevratefemale,valdeathsratefemale,valprevpercentfemale,valdeathspercentfemale,valprevnumbermale,valdeathsnumbermale,valprevratemale,valdeathsratemale,valprevpercentmale,valdeathspercentmale,is_projection
391,Lower extremity peripheral arterial disease,75+ years,2002,23706630.2334,35879.9541,2318590.6388,3783.5355,23.1864,0.4042,17284545.9677,21795.2457,2693209.7036,3444.9823,26.9321,0.4049,6422084.2667000005,14084.7084,1775853.8161,4360.105,17.7594,0.4049,False
392,Lower extremity peripheral arterial disease,75+ years,2003,24299030.5936,36572.0849,2315643.9414,3794.8899,23.1573,0.4073,17673894.9585,22178.9188,2691307.8603,3461.3645,26.9146,0.4087,6625135.6334999995,14393.1665,1772892.316,4363.0001,17.7287,0.4067,False
393,Lower extremity peripheral arterial disease,75+ years,2004,24918674.1724,36949.1199,2312989.5359,3797.5323,23.1305,0.4133,18087873.6517,22401.692300000002,2689362.9593,3490.05,26.8939,0.4198,6830800.5196,14547.4275,1770628.3503,4326.1637,17.7072,0.4095,False
394,Lower extremity peripheral arterial disease,75+ years,2005,25593154.4926,37443.9002,2311034.3763,3771.0367,23.1098,0.416,18538962.0777,22537.9965,2687196.9276,3476.6155,26.8732,0.4236,7054192.4144,14905.9023,1769394.0941,4286.9971,17.6945,0.4087,False
395,Lower extremity peripheral arterial disease,75+ years,2006,26317942.2331,37502.8405,2309168.2958,3721.2721,23.0922,0.4157,19029865.656,22489.432099999998,2684932.2152,3450.6191,26.8506,0.4257,7288076.5762,15013.4079,1768927.6381,4204.4268,17.6888,0.4069,False
396,Lower extremity peripheral arterial disease,75+ years,2007,27046440.0911,38208.6925,2308219.4259,3726.4004,23.0832,0.419,19526034.2561,23015.4984,2683082.0692,3474.8916,26.8316,0.4307,7520405.8344,15193.1934,1769639.1906,4182.9311,17.6968,0.4073,False
397,Lower extremity peripheral arterial disease,75+ years,2008,27785976.9991,39257.2807,2307748.713,3796.0624,23.0782,0.4292,20032951.055999998,23548.5755,2681528.1604999998,3559.7527,26.8154,0.441,7753025.943200001,15708.7043,1770920.662,4237.5125,17.7099,0.4162,False
398,Lower extremity peripheral arterial disease,75+ years,2009,28544677.777,40397.6441,2308426.7103,3838.1284,23.0853,0.4345,20550558.7912,24279.0769,2681576.2771,3592.9965,26.8159,0.4469,7994118.986,16118.567,1772899.0803,4294.6668,17.7304,0.423,False
399,Lower extremity peripheral arterial disease,75+ years,2010,29350593.240000002,41885.6628,2310318.5175,3861.1193,23.1034,0.4409,21098942.0102,25023.2087,2683583.1058,3606.2273,26.8357,0.4514,8251651.2313,16862.4532,1775282.6959,4325.8785,17.7531,0.43,False
400,Lower extremity peripheral arterial disease,75+ years,2011,30176720.3982,42665.952,2312322.4765,3888.1796,23.124,0.447,21664711.1443,25582.203999999998,2685959.5084,3643.7819,26.86,0.458,8512009.2533,17083.7476,1777442.7919,4322.6424,17.7749,0.4347,False
401,Lower extremity peripheral arterial disease,75+ years,2012,31003585.5426,43474.8765,2313093.0805,3860.5088,23.1319,0.4471,22231396.8507,25894.0633,2687329.3318,3610.6235,26.8732,0.4552,8772188.691200001,17580.813,1778526.2192,4303.6063,17.7857,0.4385,False
402,Lower extremity peripheral arterial disease,75+ years,2013,31834168.8547,44576.688,2313772.5294,3885.5896,23.1378,0.4505,22801202.2198,26530.7987,2688665.2456,3659.6988,26.8871,0.4599,9032966.6361,18045.8879,1779614.4582,4310.0178,17.7968,0.4435,False
403,Lower extremity peripheral arterial disease,75+ years,2014,32654564.1565,45330.9249,2314602.2187,3914.5537,23.1466,0.45539999999999997,23363980.3915,26963.7406,2690339.7918,3723.6179,26.9038,0.4669,9290583.7653,18367.1855,1780964.9904,4296.1477,17.8111,0.4436,False
404,Lower extremity peripheral arterial disease,75+ years,2015,33540152.077,44283.3764,2316293.021,3896.8197,23.1629,0.4522,23974819.4113,26099.9617,2693098.1966,3719.8827,26.9317,0.4656,9565332.6649,18183.4154,1782961.012,4267.1012,17.8304,0.43929999999999997,False
405,Lower extremity peripheral arterial disease,75+ years,2016,34512682.972,45181.5237,2320297.0834,3942.8007,23.2042,0.4581,24638212.0975,26549.0114,2698584.8202,3754.9801,26.9861,0.4698,9874470.8752,18632.5127,1786760.7577,4346.2623,17.8684,0.4481,False
406,Lower extremity peripheral arterial disease,75+ years,2017,35502799.2933,45267.0977,2326417.4263,3945.9679,23.2653,0.4571,25304943.364099998,26490.261,2706197.6832,3743.308,27.0623,0.4678,10197855.9279,18776.8377,1792215.4056,4371.9066,17.9233,0.4504,False
407,Lower extremity peripheral arterial disease,75+ years,2018,36532526.034600005,46099.0504,2332348.0947,4007.7609,23.3243,0.46549999999999997,25974859.747500002,26880.0956,2713410.7161,3799.736,27.1347,0.47759999999999997,10557666.287700001,19218.9547,1797808.0369,4445.4186,17.9784,0.4576,False
408,Lower extremity peripheral arterial disease,75+ years,2019,37522081.4492,46650.2657,2336398.2259,4035.2506,23.3645,0.4712,26618238.2187,27177.3124,2718269.1107,3839.4015,27.1831,0.4843,10903843.2303,19472.953,1802306.4114,4455.4217,18.0236,0.4606,False
409,Lower extremity peripheral arterial disease,75+ years,2020,38180455.6265,47321.4157,2333156.574,4000.4077,23.3326,0.4323,27020722.8626,27559.7029,2710070.0782,3795.1021,27.1012,0.4517,11159732.7629,19761.7132,1805880.9209,4420.9318,18.0598,0.4099,False
410,Lower extremity peripheral arterial disease,75+ years,2021,39180198.979,47393.632,2336664.5514,3974.6073,23.3674,0.3984,27651344.3357,27590.5251,2708462.9054,3781.9363,27.0847,0.422,11528854.6433,19803.1056,1814560.2512,4375.2645,18.1458,0.3729,False
411,Lower extremity peripheral arterial disease,75+ years,2022,38327447.52264312,46735.00468659424,2338145.5208489634,4023.127272738857,23.382062267599252,0.4494762331102136,27124688.691371247,27159.246705436402,2718124.339373545,3824.128862891006,27.181686175365073,0.46642830326267515,11202755.308622109,19575.739742421723,1807341.5897915042,4463.461839482865,18.07397374436392,0.43354469802610573,True
412,Lower extremity peripheral arterial disease,75+ years,2023,40273456.52095781,46878.020560372315,2341902.6866676207,3989.4002929859735,23.4198890386603,0.39266052642912597,28334081.170401093,27077.805349751587,2717003.9843303612,3778.1224302605433,27.170630637348292,0.4201381181380618,11939366.377405155,19800.169009800873,1819682.4149852432,4485.801553133578,18.197526755987656,0.36142032660756257,True
413,Lower extremity peripheral arterial disease,75+ years,2024,41840295.08354453,46390.59331245728,2347768.643843156,3968.6148291425516,23.478433320847117,0.3530897555518057,29294197.853101254,26631.105242849124,2720424.018829795,3748.266447230225,27.204933135909293,0.38863825959065,12546084.724046798,19759.42276064163,1830719.305243663,4530.007590427664,18.30770347755931,0.3118534075719863,True
414,Lower extremity peripheral arterial disease,75+ years,2025,43101264.888671875,45694.34016418457,2352237.1537857056,3944.014828324318,23.52305820886977,0.31561938853701577,30043795.44140625,26069.762508392334,2723049.705871582,3708.797815799713,27.231416698545218,0.3594478924642317,13057454.475585938,19624.49882221222,1839842.58338511,4583.017338654958,18.39893321407544,0.2632710535544902,True
415,Lower extremity peripheral arterial disease,75+ years,2026,44065084.24609375,44921.740547180176,2355315.5638809204,3912.257142663002,23.55376431136392,0.27804712805664167,30596148.5703125,25500.0496673584,2723796.7287597656,3662.928156375885,27.239071804098785,0.3299218833562918,13468919.623535156,19421.6054315567,1847580.8240988255,4621.051090443507,18.47627389225272,0.2148191323503852,True
416,Lower extremity peripheral arterial disease,75+ years,2027,45025736.01269531,43949.50539398193,2358198.0398635864,3872.05276119709,23.58249079156667,0.23502113687573,31131821.153320312,24808.357986450195,2723925.147277832,3606.1817088127136,27.240569891873747,0.29611418006243184,13893897.728027344,19141.055157661438,1855729.477833271,4661.302522507496,18.557714787379155,0.15928869601339102,True
417,Lower extremity peripheral arterial disease,75+ years,2028,45981636.81933594,42765.79439544678,2360844.9593582153,3822.778506398201,23.60883977683261,0.18622404820052907,31648837.821289062,23987.68088912964,2723366.008544922,3537.8238105773926,27.235223163850605,0.25778559065656736,14332780.78125,18778.01423740387,1864288.5445890427,4703.771634847857,18.643255899447468,0.09625375038012862,True
418,Lower extremity peripheral arterial disease,75+ years,2029,46931203.28417969,41358.76724243164,2363216.699989319,3763.811196923256,23.632413395214826,0.13133849756559357,32145223.208007812,23031.01184463501,2722050.3596191406,3457.1197967529297,27.22234382480383,0.21469692274695262,14785960.778076172,18327.648884773254,1873258.0243660212,4748.458427465521,18.732897228461297,0.025288302218541503,True
419,Lower extremity peripheral arterial disease,75+ years,2030,47872852.037109375,39716.58362579346,2365273.6394119263,3694.527656674385,23.65281377406791,0.0700471181771718,32619001.944335938,21931.34428024292,2719909.247680664,3363.3350038528442,27.201244075316936,0.16660898440750316,15253829.712158203,17785.125336647034,1882637.917163968,4795.362900357693,18.826638774424282,-0.05403364193625748,True
420,Lower extremity peripheral arterial disease,Age-standardized,2001,0.0,0.0,235709.1885,219.8909,2.4626,0.0,0.0,0.0,276521.1521,174.0986,2.859,0.0,0.0,0.0,186272.1916,285.4916,1.9654,0.0,False
421,Lower extremity peripheral arterial disease,Age-standardized,2002,0.0,0.0,235544.237,220.6284,2.4618,0.0,0.0,0.0,276443.5317,173.4112,2.8595,0.0,0.0,0.0,186019.6588,288.7787,1.9632,0.0,False
422,Lower extremity peripheral arterial disease,Age-standardized,2003,0.0,0.0,235392.9261,221.4455,2.4612,0.0,0.0,0.0,276360.7741,174.2228,2.8593,0.0,0.0,0.0,185802.786,289.5033,1.9619,0.0,False
423,Lower extremity peripheral arterial disease,Age-standardized,2004,0.0,0.0,235216.92740000002,221.0976,2.4606,0.0,0.0,0.0,276227.4441,175.4218,2.8586,0.0,0.0,0.0,185608.5958,286.6768,1.9595,0.0,False
424,Lower extremity peripheral arterial disease,Age-standardized,2005,0.0,0.0,234990.0247,219.0388,2.4595,0.0,0.0,0.0,275998.52019999997,174.2782,2.8568,0.0,0.0,0.0,185424.5849,283.4079,1.9589,0.0,False
425,Lower extremity peripheral arterial disease,Age-standardized,2006,0.0,0.0,234692.5116,215.1157,2.457,0.0,0.0,0.0,275644.5066,172.2,2.8539,0.0,0.0,0.0,185255.3045,276.9527,1.9577,0.0,False
426,Lower extremity peripheral arterial disease,Age-standardized,2007,0.0,0.0,234369.2231,214.4441,2.4538,0.0,0.0,0.0,275215.2729,172.1256,2.8499,0.0,0.0,0.0,185114.5729,275.3996,1.9574,0.0,False
427,Lower extremity peripheral arterial disease,Age-standardized,2008,0.0,0.0,234053.4913,216.50560000000002,2.4513,0.0,0.0,0.0,274784.5091,174.816,2.8472,0.0,0.0,0.0,185003.2674,276.77,1.9564,0.0,False
428,Lower extremity peripheral arterial disease,Age-standardized,2009,0.0,0.0,233783.44210000001,217.4519,2.4499,0.0,0.0,0.0,274426.2744,174.9939,2.8436,0.0,0.0,0.0,184922.3355,279.0474,1.9579,0.0,False
429,Lower extremity peripheral arterial disease,Age-standardized,2010,0.0,0.0,233610.5602,217.5042,2.4491,0.0,0.0,0.0,274214.9114,174.375,2.8426,0.0,0.0,0.0,184873.2586,280.1798,1.9581,0.0,False
430,Lower extremity peripheral arterial disease,Age-standardized,2011,0.0,0.0,233490.343,217.7117,2.4483,0.0,0.0,0.0,274109.5953,175.1309,2.8418,0.0,0.0,0.0,184802.2494,278.9463,1.9582,0.0,False
431,Lower extremity peripheral arterial disease,Age-standardized,2012,0.0,0.0,233360.0291,215.1302,2.4483,0.0,0.0,0.0,274034.9881,172.6695,2.8428,0.0,0.0,0.0,184690.6225,276.5828,1.9586000000000001,0.0,False
432,Lower extremity peripheral arterial disease,Age-standardized,2013,0.0,0.0,233258.0247,215.8511,2.4489,0.0,0.0,0.0,274014.1698,174.572,2.8432,0.0,0.0,0.0,184592.2364,276.2859,1.9586,0.0,False
433,Lower extremity peripheral arterial disease,Age-standardized,2014,0.0,0.0,233221.9309,216.7668,2.4504,0.0,0.0,0.0,274070.63659999997,176.8407,2.8448,0.0,0.0,0.0,184560.8805,275.3276,1.9596,0.0,False
434,Lower extremity peripheral arterial disease,Age-standardized,2015,0.0,0.0,233304.9186,214.9779,2.4516,0.0,0.0,0.0,274227.8378,175.8236,2.8477,0.0,0.0,0.0,184650.6507,272.5567,1.9616,0.0,False
435,Lower extremity peripheral arterial disease,Age-standardized,2016,0.0,0.0,233601.8966,217.3516,2.4567,0.0,0.0,0.0,274585.7987,177.0913,2.8525,0.0,0.0,0.0,184959.1684,276.9832,1.966,0.0,False
436,Lower extremity peripheral arterial disease,Age-standardized,2017,0.0,0.0,234069.7382,216.8482,2.4632,0.0,0.0,0.0,275102.692,175.9941,2.8591,0.0,0.0,0.0,185444.2883,277.1006,1.9721,0.0,False
437,Lower extremity peripheral arterial disease,Age-standardized,2018,0.0,0.0,234529.3769,219.2082,2.4689,0.0,0.0,0.0,275589.9872,177.8136,2.8641,0.0,0.0,0.0,185950.2829,280.1769,1.9791,0.0,False
438,Lower extremity peripheral arterial disease,Age-standardized,2019,0.0,0.0,234803.5351,219.7127,2.4726,0.0,0.0,0.0,275859.3727,178.7215,2.8684,0.0,0.0,0.0,186321.364,279.6129,1.9847,0.0,False
439,Lower extremity peripheral arterial disease,Age-standardized,2020,0.0,0.0,234535.3208,217.5868,2.4685,0.0,0.0,0.0,275073.0926,176.2988,2.8589,0.0,0.0,0.0,186677.6428,277.0181,1.9878,0.0,False
440,Lower extremity peripheral arterial disease,Age-standardized,2021,0.0,0.0,234922.591,216.47,2.4721,0.0,0.0,0.0,274984.907,176.3004,2.8574,0.0,0.0,0.0,187499.8513,273.4612,1.9969999999999999,0.0,False
441,Lower extremity peripheral arterial disease,Age-standardized,2022,0.0,0.0,235114.47142716628,219.58243165406492,2.474817293232041,0.0,0.0,0.0,275892.63664366945,178.29564557142857,2.868979338344331,0.0,0.0,0.0,186909.74943710785,279.3053711275082,1.9911463062272732,0.0,True
442,Lower extremity peripheral arterial disease,Age-standardized,2023,0.0,0.0,235917.68953652785,219.25068430602556,2.4801919617196786,0.0,0.0,0.0,275961.7599082357,177.1408544848485,2.8700820956897175,0.0,0.0,0.0,188444.42052268586,278.7236224393459,2.0076855999904546,0.0,True
443,Lower extremity peripheral arterial disease,Age-standardized,2024,0.0,0.0,237043.0492366234,220.29428929424017,2.4889594374236412,0.0,0.0,0.0,276576.5979174117,177.5613762467533,2.877563366335143,0.0,0.0,0.0,189974.61772830476,279.74514383993613,2.0243610333764694,0.0,True
444,Lower extremity peripheral arterial disease,Age-standardized,2025,0.0,0.0,238150.4132795334,221.54477042082,2.4968806948153315,0.0,0.0,0.0,277202.757925421,177.90123445887448,2.885119081689595,0.0,0.0,0.0,191433.71539878845,281.5542013418453,2.039824786770623,0.0,True
445,Lower extremity peripheral arterial disease,Age-standardized,2026,0.0,0.0,239130.26248836517,222.4404578616959,2.5033467621570935,0.0,0.0,0.0,277690.5337109417,178.10098419913422,2.89082044636541,0.0,0.0,0.0,192761.10600852966,282.7870851867192,2.0535365708055906,0.0,True
446,Lower extremity peripheral arterial disease,Age-standardized,2027,0.0,0.0,240223.05980587006,223.4062726496195,2.5102309102740037,0.0,0.0,0.0,278216.7798204124,178.30073393939395,2.8969078344001673,0.0,0.0,0.0,194238.88778877258,284.14201135671465,2.0685941551055294,0.0,True
447,Lower extremity peripheral arterial disease,Age-standardized,2028,0.0,0.0,241433.6617155075,224.44221478456166,2.517533139166062,0.0,0.0,0.0,278781.49625374377,178.50048367965374,2.903381245793753,0.0,0.0,0.0,195874.1849269867,285.6189798519481,2.0850551946205087,0.0,True
448,Lower extremity peripheral arterial disease,Age-standardized,2029,0.0,0.0,242766.9246969223,225.5482842665224,2.525253448833155,0.0,0.0,0.0,279384.6830109805,178.70023341991347,2.910240680546167,0.0,0.0,0.0,197674.12160682678,287.21799067233223,2.1029773442132864,0.0,True
449,Lower extremity peripheral arterial disease,Age-standardized,2030,0.0,0.0,244227.7052335739,226.7244810955017,2.5333918392750547,0.0,0.0,0.0,280026.34009216726,178.8999831601732,2.9174861386570683,0.0,0.0,0.0,199645.82201576233,288.93904381792527,2.122418258775724,0.0,True
450,Other,0-14 years,2001,10073756.999,92248.7529,131854.2974,890.4861,1.4337,2.9896,4709021.1962,44233.8609,127231.8185,883.0485,1.3657,3.2435,5364735.8031,48014.892,136298.9536,898.2846,1.5031,2.78,False
451,Other,0-14 years,2002,10165945.1522,88562.0479,132247.7042,862.2403,1.4404,2.9804,4747330.4699,42496.0011,127695.6838,853.6132,1.3726,3.2197,5418614.6808,46066.0468,136621.4474,871.1444,1.5095,2.7814,False
452,Other,0-14 years,2003,10263993.7706,85298.54550000001,132641.6191,834.6852,1.447,2.9733,4788815.8808,40859.9165,128164.9811,825.9724,1.3787,3.2051,5475177.8895,44438.628,136939.7708,843.6089,1.5153,2.7817,False
453,Other,0-14 years,2004,10351795.2448,82916.5978,132944.601,808.189,1.4522,2.9245,4826970.9497,39550.9774,128539.8755,798.9393,1.3847,3.1517,5524824.2944,43365.6209,137170.1981,817.6062,1.5223,2.7372,False
454,Other,0-14 years,2005,10419372.7392,81520.7377,133070.1924,787.1712,1.4559,2.9617999999999998,4857929.0683,38794.217,128727.7639,776.2912,1.3878,3.19,5561443.6707,42726.5205,137233.5188,798.1771,1.5243,2.7726,False
455,Other,0-14 years,2006,10513745.6697,79523.4465,133007.4316,766.2588,1.458,2.9632,4904512.2327,37938.1752,128745.5473,754.3893,1.3901,3.1891,5609233.4366,41585.2719,137091.5121,778.2456,1.5251,2.7756,False
456,Other,0-14 years,2007,10664383.4449,77839.5583,132829.6123,746.6466,1.459,2.9575,4980137.396,37077.254,128682.3898,735.496,1.3909,3.1806,5684246.049000001,40762.3044,136803.0197,757.9749,1.527,2.7724,False
457,Other,0-14 years,2008,10845494.0303,76533.7617,132582.7486,723.622,1.4586999999999999,2.9407,5071056.743,36305.4848,128559.504,708.861,1.3926,3.1384,5774437.2869,40228.2774,136436.3093,738.3467,1.5262,2.7763,False
458,Other,0-14 years,2009,11032451.9047,75436.5465,132337.8512,702.2202,1.4596,2.9089,5163840.041,35630.8639,128424.9619,685.0408,1.3939,3.0849,5868611.8629,39805.6828,136084.9422,719.1716,1.5256,2.7606,False
459,Other,0-14 years,2010,11198217.1633,73607.009,132146.1248,678.7512,1.4606999999999999,2.8987,5243803.9702,34532.9492,128308.5265,661.088,1.3945,3.0811,5954413.1923,39074.058899999996,135818.9466,696.116,1.5263,2.7465,False
460,Other,0-14 years,2011,11354767.6932,72011.2818,131993.9704,653.5752,1.461,2.8598,5317657.6541,33667.0535,128213.6019,635.5697,1.396,3.0379,6037110.0383,38344.2276,135609.1061,671.2054,1.5267,2.7093,False
461,Other,0-14 years,2012,11528293.3518,71053.32029999999,131864.2929,632.0603,1.4628,2.8672,5400005.1774,33108.6789,128153.5114,612.4781,1.3968,3.0266,6128288.174,37944.6411,135409.576,651.1386,1.5278,2.7316000000000003,False
462,Other,0-14 years,2013,11709948.8694,70218.7854,131788.8442,613.575,1.4647000000000001,2.8671,5486654.7167,32708.3221,128157.6351,592.3925,1.3989,3.017,6223294.1522,37510.4637,135255.292,634.1517,1.5297,2.7418,False
463,Other,0-14 years,2014,11887954.2723,68817.2066,131790.74,597.4275,1.4677,2.8603,5572092.1208,32026.824099999998,128245.1358,576.1406,1.4029,3.0119,6315862.1517,36790.3824,135172.9755,618.0908,1.5328,2.7325,False
464,Other,0-14 years,2015,12049460.1296,67926.2363,131891.1919,583.4799,1.4715,2.8623,5650228.7053000005,31683.2692,128429.7708,564.9019,1.407,3.0225,6399231.4249,36242.967,135191.818,601.5414,1.5354,2.7275,False
465,Other,0-14 years,2016,12169187.9255,65746.1197,132143.0251,568.018,1.476,2.868,5710226.3864,30715.377500000002,128814.6894,549.8045,1.4121,3.0316,6458961.5391,35030.7417,135317.2187,585.7529,1.5388,2.7296,False
466,Other,0-14 years,2017,12255968.2578,62975.0771,132556.0608,546.9817,1.4814,2.8745,5756226.2825,29285.340799999998,129420.6811,528.5164,1.4198,3.037,6499741.9747,33689.736899999996,135547.906,564.9698,1.5442,2.7351,False
467,Other,0-14 years,2018,12344219.1513,60082.4823,133077.0773,519.1551,1.4902,2.8923,5802848.5026,27931.1338,130131.3613,500.5509,1.4297,3.0523000000000002,6541370.6499,32151.3498,135889.7493,537.2814,1.551,2.7567,False
468,Other,0-14 years,2019,12461416.2895,57523.2089,133635.4213,496.2439,1.498,2.8895,5861362.4281,26652.9761,130810.5744,478.89029999999997,1.4375,3.0585,6600053.8612,30870.2336,136334.5089,513.1873,1.5576,2.7456,False
469,Other,0-14 years,2020,12579765.14,52866.5674,134136.17369999998,487.3148,1.5022,2.8332,5918272.72,24253.3745,131372.3419,476.3584,1.4424,2.9708,6661492.4195,28613.1931,136778.7502,498.4135,1.5616,2.7107,False
470,Other,0-14 years,2021,12701150.6476,49951.7721,134902.2781,464.1424,1.5106,2.882,5995385.241,22813.8382,132452.2363,453.0939,1.4551,3.0246,6705765.4069,27137.934,137243.9329,475.3356,1.5678,2.7552,False
471,Other,0-14 years,2022,12526879.574427342,53690.45024763916,134448.5605903131,480.7270060785222,1.5065526100569637,2.8842409774428472,5897488.849572344,24798.63732654907,131784.37646278198,467.1399823733,1.4477536824793786,3.0471961804453502,6629353.154841952,28891.999710795895,136996.26051543088,494.57042172490117,1.5650954681913647,2.744116150375612,True
472,Other,0-14 years,2023,12654239.156941405,43364.15853024169,136677.45645303282,443.20898044729466,1.5293747628172532,2.8627322966487228,5968848.006234375,19802.450244439697,134400.57729457886,440.3458995339381,1.474545148675707,3.0085736267788272,6685295.45734414,23562.182733161622,138861.45044375854,448.1486613121509,1.5853121267177817,2.733166325358055,True
473,Other,0-14 years,2024,12666596.068568593,34784.330534890134,138987.28204088073,409.7188189644122,1.5529706559077046,2.879906430797308,5986413.1464632815,15761.883231773681,137097.08722329224,414.90678175338763,1.5021305905721292,3.0295377382177584,6680049.552066954,19023.108573339843,140808.19761510377,408.34828007632257,1.6060910666109716,2.7463181974489714,True
474,Other,0-14 years,2025,12606904.213867188,26111.280227661133,141388.42290878296,382.5506488531828,1.5766401699220296,2.884824375163589,5965269.2021484375,11694.951957702637,139820.9088821411,396.9779681346845,1.528956481924979,3.0367927569654967,6641475.330566406,14417.120162963867,142908.57300567627,373.91265642642975,1.6273478351649828,2.7482635745474226,True
475,Other,0-14 years,2026,12516075.969726562,18270.209091186523,143627.0883293152,360.8770943135023,1.598065299418522,2.8908406847117476,5928888.0107421875,8017.609931945801,142341.53345489502,383.8545693214983,1.5532962798315566,3.0448814674750793,6587016.769042969,10253.4482421875,144884.72718048096,345.51447010040283,1.6466305364738218,2.751591482657318,True
476,Other,0-14 years,2027,12387748.672851562,9517.694351196289,146175.92377853394,338.5850151628256,1.6221131138445344,2.897722740641484,5875078.6875,3919.1474838256836,145195.01517486572,371.2935721753165,1.580549433681881,3.0543525073253477,6512487.278808594,5599.453155517578,147150.34261322021,315.59633189439774,1.6683431866695173,2.755315054828884,True
477,Other,0-14 years,2028,12219399.069335938,-204.41554260253906,149053.68534469604,315.6083357781172,1.6489428328059148,2.9054705429532532,5802647.248046875,-627.5944747924805,148401.31372833252,359.2949766961392,1.61088977145846,3.0652058765172114,6416557.583496094,424.14256286621094,149723.07230377197,284.04388839006424,1.692635238461662,2.7594342910614387,True
478,Other,0-14 years,2029,12008503.897460938,-10954.271957397461,152279.12911605835,291.8809807151556,1.6787136754428502,2.914084091646373,5710399.7109375,-5649.775032043457,151980.38877105713,347.858782884432,1.644491121493047,3.077441575049761,6297898.412597656,-5303.475936889648,152620.56929779053,250.7427864074707,1.7196561451419257,2.7639491913554366,True
479,Other,0-14 years,2030,11752539.903320312,-22790.02653503418,155871.01124191284,267.3368743509054,1.7115848610119428,2.923563386721753,5597142.0888671875,-11174.553367614746,155952.19997406006,336.98499074042775,1.681527312117396,3.091059602923906,6155180.487792969,-11614.394638061523,155860.4866104126,215.57867223024368,1.749555359419901,2.768859755710878,True
480,Other,15-49 years,2001,60624022.1527,680224.8523,1887690.2615,28355.8214,18.9481,58.0756,31054389.9182,276245.961,1857986.9248,23636.691,18.6022,66.7351,29569632.2342,403978.8906,1916907.6209,33212.5,19.2857,53.6031,False
481,Other,15-49 years,2002,61950104.0995,688603.5485,1887340.2281,27950.7585,18.9453,57.7416,31761276.1578,278055.4101,1860124.1933,23143.1529,18.6247,66.0444,30188827.941800002,410548.1381,1914393.9504,32901.0858,19.2621,53.4491,False
482,Other,15-49 years,2003,63345282.2972,698431.2986,1887258.9073,27682.0659,18.9464,57.6578,32506157.0917,279033.0708,1862970.3893,22782.6808,18.6539,65.5905,30839125.206299998,419398.2289,1911687.8833,32729.1769,19.2384,53.5967,False
483,Other,15-49 years,2004,64717298.7052,705633.3868,1887179.0883,27360.1735,18.9476,57.2899,33236927.06,278073.222,1865764.8468,22334.8892,18.6815,64.705,31480371.6456,427560.1656,1908896.6423,32544.5112,19.2135,53.5369,False
484,Other,15-49 years,2005,65984690.7264,718394.0388,1886809.6874,27159.8327,18.9464,57.6008,33905452.8019,278321.35970000003,1867769.8543,21957.0359,18.7026,64.7514,32079237.9254,440072.6794,1906126.9599,32527.7648,19.1876,53.9989,False
485,Other,15-49 years,2006,67210307.61230001,709829.0742,1886685.2662,26685.9364,18.9456,57.4829,34552143.8545,273350.7566,1869987.5564,21448.688,18.7255,64.2922,32658163.7581,436478.3186,1903506.3802,32086.5291,19.165,54.073,False
486,Other,15-49 years,2007,68492255.5761,706094.3091,1887121.5836,26265.6097,18.9516,57.6849,35233078.5005,270128.294,1873319.7793999999,21030.019800000002,18.7587,64.2087,33259177.075400002,435966.0152,1901006.2505,31655.9286,19.1415,54.4229,False
487,Other,15-49 years,2008,69823829.1903,709626.1301000001,1887622.3644,25721.7542,18.9602,57.5138,35936504.1355,270883.1163,1876926.2334,20583.7479,18.7961,63.748,33887325.055,438743.0135,1898527.7746000001,30997.605,19.1201,54.4056,False
488,Other,15-49 years,2009,71139732.2932,705532.4172,1887766.2015,25136.6778,18.9617,57.4242,36626051.1232,269730.4116,1879963.9491,20146.6064,18.8273,63.326,34513681.1691,435802.0062,1896015.4809,30247.0811,19.098,54.4738,False
489,Other,15-49 years,2010,72329107.6513,703113.9405,1887110.2363,24662.025999999998,18.9572,57.4779,37244059.741,268021.54,1881561.6064,19759.9762,18.8441,63.1819,35085047.9101,435092.4005,1893404.0517,29673.3282,19.073900000000002,54.6266,False
490,Other,15-49 years,2011,73398117.5495,686892.5023,1886046.94,24134.1647,18.9479,57.2522,37789709.8242,262155.3845,1882375.9474,19309.9103,18.8522,62.7815,35608407.7242,424737.1175,1890772.6375,29056.1518,19.0504,54.4751,False
491,Other,15-49 years,2012,74409379.0497,679738.934,1885341.1924,23712.3289,18.943,57.2361,38300335.3531,259664.0453,1883605.2408,18948.1616,18.8644,62.5299,36109043.6959,420074.8889,1888353.8799,28567.6239,19.0287,54.5329,False
492,Other,15-49 years,2013,75338366.1607,675615.1923999999,1885046.8748,23370.7537,18.9417,57.4967,38767445.7085,258669.0819,1885169.754,18605.6117,18.8807,62.3472,36570920.4525,416946.1117,1886269.0393,28214.3784,19.0121,54.9823,False
493,Other,15-49 years,2014,76215177.198,667339.2868,1885177.6148,23148.3319,18.9461,57.4409,39210410.1685,255009.8196,1887000.4147,18412.045,18.9004,62.1066,37004767.0299,412329.4669,1884623.4405,27949.5974,18.9987,55.0056,False
494,Other,15-49 years,2015,77077220.9262,660206.9365,1885698.3596,22837.8629,18.9522,57.5441,39651860.4093,252507.2549,1889015.6963,18140.8432,18.9201,61.8861,37425360.5172,407699.68200000003,1883502.1877,27590.543,18.99,55.2362,False
